name,type,municipality,district,region,postalCode,latitude,longitude,slug
Purće,Selo,,Raska,Central Serbia,,43.18617,20.39399,purće
Pope,Selo,,Raska,Central Serbia,,43.18042,20.37921,pope-raska-3
Kukavice,Selo,,Raska,Central Serbia,,43.17334,20.38837,kukavice-raska
Crnoče,Selo,,Raska,Central Serbia,,43.10453,20.3795,crnoče
Braniševo,Selo,,Raska,Central Serbia,,43.08754,20.36736,braniševo
Noćaje,Selo,,Raska,Central Serbia,,43.08045,20.33576,noćaje
Klečanka,Selo,,Raska,Central Serbia,,43.08528,20.315,klečanka
Sokolovica,Selo,,Raska,Central Serbia,,43.21528,20.31556,sokolovica-raska
Gradac,Selo,,Zlatibor,Central Serbia,,43.23958,20.10502,gradac-zlatibor-1
Kućevska Mahala,Selo,,Zlatibor,Central Serbia,,43.19333,20.25472,kućevska-mahala
Gornje Buće,Selo,,Raska,Central Serbia,,43.21972,20.24556,gornje-buće
Donje Buće,Selo,,Raska,Central Serbia,,43.22722,20.24694,donje-buće
Aliveroviće,Selo,,Zlatibor,Central Serbia,,43.14677,20.16776,aliveroviće
Rastenoviće,Selo,,Zlatibor,Central Serbia,,43.12635,20.14673,rastenoviće
Jarebice,Selo,,Raska,Central Serbia,,43.03948,20.2288,jarebice-raska
Ramoševo,Selo,,Raska,Central Serbia,,43.0926,20.20918,ramoševo
Gujiće,Selo,,Raska,Central Serbia,,43.11114,20.22721,gujiće
Točilovo,Selo,,Raska,Central Serbia,,43.12286,20.23386,točilovo-raska
Bogućani,Selo,,Zlatibor,Central Serbia,,43.14694,20.10295,bogućani
Šabanovići,Selo,,Zlatibor,Central Serbia,,43.40749,20.05337,šabanovići
Gornja Sugubina,Selo,,Zlatibor,Central Serbia,,43.37529,20.05913,gornja-sugubina
Fijulj,Selo,,Zlatibor,Central Serbia,,43.34472,20.07639,fijulj
Zarići,Selo,,Morava,Central Serbia,,43.48262,20.11769,zarići-morava-1
Kokanovići,Selo,,Morava,Central Serbia,,43.46971,20.12624,kokanovići-morava
Tutići,Selo,,Morava,Central Serbia,,43.49716,20.30734,tutići
Boškovići,Selo,,Morava,Central Serbia,,43.88583,20.13556,boškovići-morava-2
Vrmbaje,Selo,,Morava,Central Serbia,,43.48278,20.38667,vrmbaje-morava-2
Stranjani,Selo,,Morava,Central Serbia,,43.87971,20.13576,stranjani
Usilje,Selo,,Morava,Central Serbia,,43.47078,20.36903,usilje
Donji Perišići,Selo,,Morava,Central Serbia,,43.43694,20.3675,donji-perišići
Planinci,Selo,,Morava,Central Serbia,,43.885,20.18472,planinci
Trča,Selo,,Morava,Central Serbia,,43.42067,20.11226,trča
Vučak,Selo,,Morava,Central Serbia,,43.39611,20.19306,vučak-morava
Karalići,Selo,,Morava,Central Serbia,,43.36769,20.2891,karalići
Gornji Babići,Selo,,Morava,Central Serbia,,43.3591,20.27671,gornji-babići
Golijska Reka,Selo,,Morava,Central Serbia,,43.35479,20.25688,golijska-reka
Gornji Ćerimani,Selo,,Morava,Central Serbia,,43.34056,20.17694,gornji-ćerimani
Jekići,Selo,,Morava,Central Serbia,,43.3364,20.18455,jekići
Međuvršje,Selo,,Morava,Central Serbia,,43.9227,20.21477,međuvršje
Ljubičići,Selo,,Morava,Central Serbia,,43.92556,20.20194,ljubičići-morava
Rošci,Selo,,Morava,Central Serbia,,43.92629,20.18114,rošci-morava
Ravna Gora,Selo,,Raska,Central Serbia,,43.28665,20.29575,ravna-gora-raska
Navosela,Selo,,Morava,Central Serbia,,43.9425,20.17583,navosela
Koškovo,Selo,,Raska,Central Serbia,,43.2575,20.26694,koškovo
Odžići,Selo,,Morava,Central Serbia,,43.92472,20.15361,odžići
Donji Karanci,Selo,,Morava,Central Serbia,,43.92778,20.14278,donji-karanci
Gornji Karanci,Selo,,Morava,Central Serbia,,43.93778,20.1275,gornji-karanci
Lokva,Selo,,Morava,Central Serbia,,43.99583,20.18306,lokva-morava
Glavaj,Selo,,Morava,Central Serbia,,43.95634,20.2011,glavaj
Ridage,Selo,,Morava,Central Serbia,,43.88841,20.26708,ridage
Beljina,Selo,,Morava,Central Serbia,,43.88532,20.29852,beljina-morava
Šebeci,Selo,,Morava,Central Serbia,,43.91137,20.38694,šebeci
Donja Rakova,Selo,,Morava,Central Serbia,,43.92333,20.38278,donja-rakova
Radulovići,Selo,,Morava,Central Serbia,,43.97137,20.35782,radulovići-morava
Obradovići,Selo,,Morava,Central Serbia,,43.97555,20.34616,obradovići-morava
Todorovići,Selo,,Morava,Central Serbia,,43.98857,20.35796,todorovići-morava
Tešići,Selo,,Morava,Central Serbia,,43.96372,20.3809,tešići-morava
Savići,Selo,,Morava,Central Serbia,,43.97776,20.38362,savići-morava
Vujovići,Selo,,Morava,Central Serbia,,43.95167,20.36833,vujovići
Filipovići,Selo,,Morava,Central Serbia,,43.94278,20.3525,filipovići-morava
Mala Razbojna,Selo,,Rasina,Central Serbia,,43.34799,21.17772,mala-razbojna
Stojanovići,Selo,,Zlatibor,Central Serbia,,43.74306,20.15222,stojanovići-zlatibor
Mirosaljici,Selo,,Zlatibor,Central Serbia,,43.71191,20.13058,mirosaljici
Pantići,Selo,,Zlatibor,Central Serbia,,43.72722,20.15194,pantići-zlatibor-1
Vranići,Selo,,Zlatibor,Central Serbia,,43.71806,20.14167,vranići-zlatibor
Planojevići,Selo,,Zlatibor,Central Serbia,,43.72667,20.16528,planojevići
Omar,Selo,,Raska,Central Serbia,,43.51,20.40139,omar-raska
Graići,Selo,,Raska,Central Serbia,,43.52205,20.42719,graići
Vukićevići,Selo,,Toplica,Central Serbia,,43.01167,21.26083,vukićevići
Rudine,Selo,,Raska,Central Serbia,,43.52347,20.40669,rudine-raska
Kostići,Selo,,Morava,Central Serbia,,43.74194,20.23444,kostići-morava
Tomaševići,Selo,,Morava,Central Serbia,,43.74778,20.22194,tomaševići-morava
Obodine,Selo,,Raska,Central Serbia,,43.53048,20.40177,obodine
Čalja,Selo,,Raska,Central Serbia,,43.52694,20.42194,čalja
Garina,Selo,,Raska,Central Serbia,,43.52278,20.44222,garina-raska
Grčac,Selo,,Podunavlje District,Central Serbia,,44.42215,20.9517,grčac
Čubura,Gradska cetvrt,,Podunavlje District,Central Serbia,,44.38853,20.9511,čubura-podunavlje-district
Strainje,Selo,,Raska,Central Serbia,,43.55479,20.40768,strainje
Bulije,Selo,,Morava,Central Serbia,,43.69966,20.25804,bulije
Kovačevići,Selo,,Morava,Central Serbia,,43.70389,20.31639,kovačevići-morava-2
Milekići,Selo,,Morava,Central Serbia,,43.71801,20.32077,milekići-morava-1
Vujčići,Selo,,Morava,Central Serbia,,43.73917,20.33278,vujčići
Žutica,Selo,,Morava,Central Serbia,,43.72858,20.35809,žutica
Vukićenići,Selo,,Morava,Central Serbia,,43.7275,20.37111,vukićenići
Satare,Selo,,Morava,Central Serbia,,43.73389,20.35889,satare
Bogicevići,Selo,,Morava,Central Serbia,,43.73528,20.34444,bogicevići
Ćurćije,Selo,,Morava,Central Serbia,,43.74222,20.37667,ćurćije
Kaplari,Selo,,Morava,Central Serbia,,43.74444,20.38972,kaplari
Vlasteljice,Selo,,Morava,Central Serbia,,43.71722,20.39167,vlasteljice-morava-2
Gogići,Selo,,Morava,Central Serbia,,43.70725,20.36749,gogići
Tadići,Selo,,Morava,Central Serbia,,43.69472,20.36056,tadići-morava
Livade,Selo,,Morava,Central Serbia,,43.6875,20.39111,livade-morava
Markovići,Selo,,Morava,Central Serbia,,43.68139,20.35528,markovići-morava-2
Donji Dubac,Selo,,Morava,Central Serbia,,43.6725,20.32306,donji-dubac-morava-2
Nikšići,Selo,,Morava,Central Serbia,,43.66366,20.28184,nikšići-morava
Karadže,Selo,,Morava,Central Serbia,,43.69111,20.32611,karadže
Mirkovići,Selo,,Morava,Central Serbia,,43.69056,20.29167,mirkovići-morava
Vučkovica,Selo,,Morava,Central Serbia,,43.67896,20.25682,vučkovica-morava-2
Paunovići,Selo,,Morava,Central Serbia,,43.6771,20.22904,paunovići-morava-2
Nikolići,Selo,,Morava,Central Serbia,,43.68417,20.21861,nikolići-morava-2
Beli Kamen,Selo,,Morava,Central Serbia,,43.68548,20.21916,beli-kamen-morava
Jankovići,Selo,,Morava,Central Serbia,,43.69944,20.215,jankovići-morava-1
Mirkovići,Selo,,Zlatibor,Central Serbia,,43.68861,20.16528,mirkovići-zlatibor
Bujoši,Selo,,Morava,Central Serbia,,43.69361,20.18556,bujoši
Korita,Selo,,Zlatibor,Central Serbia,,43.68167,20.18306,korita
Divljaka,Selo,,Zlatibor,Central Serbia,,43.67833,20.12111,divljaka-zlatibor-2
Jovanovići,Selo,,Morava,Central Serbia,,43.65687,20.10887,jovanovići-morava
Ðokovići,Selo,,Morava,Central Serbia,,43.65611,20.14139,ðokovići-morava-2
Rijeka,Selo,,Morava,Central Serbia,,43.6275,20.12278,rijeka-morava
Podmalić,Selo,,Zlatibor,Central Serbia,,43.63722,20.10278,podmalić
Radaljevo,Selo,,Morava,Central Serbia,,43.63917,20.15111,radaljevo-morava-2
Brđani,Selo,,Morava,Central Serbia,,43.65389,20.16056,brđani-morava-2
Žirovanj,Selo,,Zlatibor,Central Serbia,,43.66639,20.16667,žirovanj
Ajdačići,Selo,,Morava,Central Serbia,,43.66072,20.20212,ajdačići
Marići,Selo,,Morava,Central Serbia,,43.6625,20.21722,marići-morava-1
Lauši,Selo,,Morava,Central Serbia,,43.64861,20.21528,lauši
Jolovići,Selo,,Morava,Central Serbia,,43.63212,20.24433,jolovići
Milicevići,Selo,,Morava,Central Serbia,,43.63306,20.24361,milicevići
Vratonjići,Selo,,Morava,Central Serbia,,43.63611,20.21278,vratonjići
Šulubure,Selo,,Morava,Central Serbia,,43.65462,20.26259,šulubure
Jankovići,Selo,,Morava,Central Serbia,,43.65556,20.27889,jankovići-morava-2
Krdžići,Selo,,Morava,Central Serbia,,43.64111,20.3075,krdžići-morava
Milići,Selo,,Morava,Central Serbia,,43.6581,20.30734,milići-morava
Boskovići,Selo,,Morava,Central Serbia,,43.59028,20.35306,boskovići
Mečke,Selo,,Morava,Central Serbia,,43.61548,20.3456,mečke
Milenkovići,Selo,,Morava,Central Serbia,,43.61767,20.31687,milenkovići-morava
Kušići,Selo,,Morava,Central Serbia,,43.60944,20.27056,kušići-morava-2
Jerotijevići,Selo,,Morava,Central Serbia,,43.59944,20.31167,jerotijevići-morava-2
Zabrde,Selo,,Morava,Central Serbia,,43.58722,20.28806,zabrde
Rajkovac,Selo,,Belgrade,Central Serbia,,44.46983,20.68964,rajkovac-belgrade
Rovače,Selo,,Belgrade,Central Serbia,,44.48639,20.50528,rovače-belgrade
Obrenovići,Selo,,Morava,Central Serbia,,43.59444,20.27361,obrenovići-morava
Propljenica,Selo,,Raska,Central Serbia,,43.65216,20.41089,propljenica
Pajovići,Selo,,Morava,Central Serbia,,43.69306,20.41333,pajovići-morava-1
Zlatica,Selo,,Central Banat,Vojvodina,,45.3862,20.58272,zlatica
Sađavac,Selo,,Morava,Central Serbia,,43.60106,20.2078,sađavac
Raščići,Selo,,Morava,Central Serbia,,43.62206,20.23857,raščići
Drenova,Selo,,Morava,Central Serbia,,43.62778,20.22028,drenova-morava-2
Mala,Selo,,Morava,Central Serbia,,43.6021,20.18413,mala-morava
Turija,Selo,,Sumadija,Central Serbia,,44.375,20.52667,turija-sumadija
Bukovica,Selo,,Morava,Central Serbia,,43.61387,20.18263,bukovica-morava
Kolonija,Selo,,Morava,Central Serbia,,43.61278,20.19667,kolonija-morava
Grbići,Selo,,Morava,Central Serbia,,43.59287,20.17138,grbići-morava-1
Senići,Selo,,Morava,Central Serbia,,43.59403,20.12931,senići
Varjače,Selo,,Morava,Central Serbia,,43.61421,20.15375,varjače
Jevac,Selo,,Morava,Central Serbia,,43.57921,20.1414,jevac-morava
Danilivoći,Selo,,Morava,Central Serbia,,43.56919,20.16156,danilivoći
Bare,Selo,,Morava,Central Serbia,,43.56167,20.11641,bare-morava-2
Popovići,Selo,,Morava,Central Serbia,,43.58604,20.18046,popovići-morava-2
Blagojevići,Selo,,Sumadija,Central Serbia,,44.2875,20.67806,blagojevići-sumadija
Zarići,Selo,,Morava,Central Serbia,,43.56142,20.20376,zarići-morava-2
Šljivići,Selo,,Morava,Central Serbia,,43.57303,20.20538,šljivići
Četvorski Kraj,Selo,,Sumadija,Central Serbia,,44.32222,20.66778,četvorski-kraj
Nedeljkovići,Selo,,Sumadija,Central Serbia,,44.30667,20.68167,nedeljkovići-sumadija
Sumorina,Selo,,Sumadija,Central Serbia,,44.33306,20.675,sumorina
Crnjevo,Selo,,Morava,Central Serbia,,43.57642,20.2577,crnjevo
Donje Rzinje,Selo,,Morava,Central Serbia,,43.57456,20.30413,donje-rzinje
Gornje Rzinje,Selo,,Morava,Central Serbia,,43.57142,20.3305,gornje-rzinje
Dukanci,Selo,,Morava,Central Serbia,,43.58389,20.34944,dukanci
Kamenar,Selo,,Sumadija,Central Serbia,,44.26062,20.56114,kamenar
Vrlaja,Selo,,Sumadija,Central Serbia,,44.2625,20.51333,vrlaja
Privoje,Selo,,Raska,Central Serbia,,43.54968,20.37877,privoje
Novo Naselje,Selo,,Nisava,Central Serbia,,43.52889,21.71861,novo-naselje-nisava
Kosovina,Selo,,Raska,Central Serbia,,43.54861,20.37833,kosovina
Krasino Brdo,Selo,,Raska,Central Serbia,,43.55389,20.35667,krasino-brdo
Aleksinački Rudnici Uglja,Selo,,Nisava,Central Serbia,,43.55806,21.69139,aleksinački-rudnici-uglja
Grdan,Selo,,Raska,Central Serbia,,43.52815,20.38562,grdan
Vrmbaje,Selo,,Morava,Central Serbia,,43.4972,20.38864,vrmbaje-morava-3
Kojinovići,Selo,,Morava,Central Serbia,,43.52227,20.34044,kojinovići
Dobri Do,Selo,,Morava,Central Serbia,,43.50538,20.32521,dobri-do-morava-2
Sredni Deo,Selo,,Morava,Central Serbia,,43.50472,20.32528,sredni-deo
Ðuraši,Selo,,Morava,Central Serbia,,43.54833,20.27889,ðuraši
Čitluk,Selo,,Morava,Central Serbia,,43.53547,20.25415,čitluk-morava
Ðokići,Selo,,Morava,Central Serbia,,43.51551,20.2125,ðokići-morava-1
Grbići,Selo,,Morava,Central Serbia,,43.54656,20.21065,grbići-morava-2
Glavinići,Selo,,Morava,Central Serbia,,43.55,20.22417,glavinići
Stanići,Selo,,Morava,Central Serbia,,43.53583,20.18,stanići-morava
Milosavljevići,Selo,,Morava,Central Serbia,,43.52902,20.18527,milosavljevići-morava
Ristići,Selo,,Morava,Central Serbia,,43.535,20.19583,ristići-morava
Baulovići,Selo,,Morava,Central Serbia,,43.55337,20.10036,baulovići
Vrlet,Selo,,Morava,Central Serbia,,43.5237,20.13275,vrlet
Koprivnica,Selo,,Morava,Central Serbia,,43.51559,20.11752,koprivnica-morava
Kušići,Selo,,Morava,Central Serbia,,43.50222,20.10306,kušići-morava-3
Bratljevo,Selo,,Morava,Central Serbia,,43.50161,20.16477,bratljevo-morava-2
Marići,Selo,,Morava,Central Serbia,,43.51056,20.18297,marići-morava-2
Butkovo,Selo,,Morava,Central Serbia,,43.5111,20.17183,butkovo
Bratuljevići,Selo,,Morava,Central Serbia,,43.50444,20.14528,bratuljevići
Mlanča,Selo,,Raska,Central Serbia,,43.52528,20.37611,mlanča-raska-2
Rusko Selo,Selo,,North Banat,Vojvodina,,45.76291,20.57117,rusko-selo
Sterijino,Selo,,North Banat,Vojvodina,,45.80265,20.02264,sterijino
Donje Selo,Selo,,Zlatibor,Central Serbia,,43.7475,20.03,donje-selo-zlatibor-1
Vraneši,Selo,,Zlatibor,Central Serbia,,43.74111,20.02222,vraneši-zlatibor
Radobuđa,Selo,,Zlatibor,Central Serbia,,43.72417,20.03806,radobuđa
Molin,Selo,,Central Banat,Vojvodina,,45.64361,20.53917,molin
Pantovići,Selo,,Zlatibor,Central Serbia,,43.70639,20.03972,pantovići-zlatibor
Vojinovići,Selo,,Zlatibor,Central Serbia,,43.71167,20.05306,vojinovići
Krcevine,Selo,,Zlatibor,Central Serbia,,43.70722,20.07275,krcevine
Novakovići,Selo,,Zlatibor,Central Serbia,,43.70417,20.07778,novakovići-zlatibor-1
Dolina,Selo,,Zlatibor,Central Serbia,,43.69944,20.07639,dolina-zlatibor-1
Mala,Selo,,Zlatibor,Central Serbia,,43.69317,20.08023,mala-zlatibor-1
Kućište,Selo,,Zlatibor,Central Serbia,,43.68643,20.0875,kućište-zlatibor
Lipar,Selo,,Sumadija,Central Serbia,,44.32444,20.62889,lipar-sumadija
Svabići,Selo,,Sumadija,Central Serbia,,44.29917,20.60111,svabići
Marinovac,Selo,,Sumadija,Central Serbia,,44.29333,20.6225,marinovac-sumadija
Katanići,Selo,,Sumadija,Central Serbia,,44.29528,20.64139,katanići-sumadija
Kut,Selo,,Zlatibor,Central Serbia,,43.67347,20.04804,kut
Bokare,Selo,,Zlatibor,Central Serbia,,43.67361,20.05389,bokare
Kaljevići,Selo,,Zlatibor,Central Serbia,,43.69307,20.05282,kaljevići
Plješivac,Selo,,Zlatibor,Central Serbia,,43.66496,20.07231,plješivac
Stakići,Selo,,Zlatibor,Central Serbia,,43.65877,20.07528,stakići-zlatibor
Dobrače,Selo,,Zlatibor,Central Serbia,,43.65583,20.06556,dobrače
Miloševići,Selo,,Zlatibor,Central Serbia,,43.64554,20.08033,miloševići-zlatibor-1
Ðurđevići,Selo,,Zlatibor,Central Serbia,,43.6347,20.06399,ðurđevići-zlatibor
Lukovići,Selo,,Zlatibor,Central Serbia,,43.62815,20.03701,lukovići
Popovići,Selo,,Zlatibor,Central Serbia,,43.63639,20.03306,popovići-zlatibor-1
Radovići,Selo,,Zlatibor,Central Serbia,,43.63,20.00528,radovići-zlatibor-1
Riznica Kraj,Selo,,Sumadija,Central Serbia,,44.26833,20.63306,riznica-kraj
Kruševlje,Selo,,Morava,Central Serbia,,43.60528,20.08417,kruševlje-morava
Klepani,Selo,,Morava,Central Serbia,,43.5951,20.09745,klepani
Zupanjci,Selo,,Raska,Central Serbia,,43.51,20.70194,zupanjci
Jackovići,Selo,,Podunavlje District,Central Serbia,,44.30167,20.89444,jackovići
Miloradovići,Selo,,Morava,Central Serbia,,43.59207,20.05392,miloradovići
Maće,Selo,,Morava,Central Serbia,,43.57588,20.0978,maće
Stišovići,Selo,,Morava,Central Serbia,,43.56259,20.07759,stišovići
Radojičići,Selo,,Morava,Central Serbia,,43.56306,20.0775,radojičići
Gaj,Selo,,Morava,Central Serbia,,43.54776,20.08041,gaj-morava
Ðelkape,Selo,,Morava,Central Serbia,,43.56194,20.08889,ðelkape
Ðurišići,Selo,,Morava,Central Serbia,,43.55944,20.04306,ðurišići
Kurćube,Selo,,Morava,Central Serbia,,43.54556,20.05083,kurćube
Vujaši,Selo,,Morava,Central Serbia,,43.53215,20.03413,vujaši
Osredak,Selo,,Morava,Central Serbia,,43.55306,20.05472,osredak-morava
Stragačina,Selo,,Morava,Central Serbia,,43.52542,20.06456,stragačina
Jovančevići,Selo,,Morava,Central Serbia,,43.5372,20.09115,jovančevići
Vidakovići,Selo,,Morava,Central Serbia,,43.51472,20.09222,vidakovići-morava
Podjavor,Selo,,Morava,Central Serbia,,43.50248,20.05344,podjavor-morava-2
Sošanica,Selo,,Raska,Central Serbia,,43.58058,20.64388,sošanica
Gajovići,Selo,,Raska,Central Serbia,,43.53139,20.65111,gajovići
Sokolja,Selo,,Raska,Central Serbia,,43.58917,20.71944,sokolja
Vlasac,Selo,,Raska,Central Serbia,,43.60583,20.74139,vlasac
Bzenice,Selo,,Rasina,Central Serbia,,43.5035,20.87743,bzenice-rasina-2
Colići,Selo,,Rasina,Central Serbia,,43.50784,20.88696,colići
Paklenik,Selo,,Rasina,Central Serbia,,43.51017,20.86448,paklenik
Burmazi,Selo,,Raska,Central Serbia,,43.52194,20.82194,burmazi-raska
Garešnica,Selo,,Raska,Central Serbia,,43.53917,20.82639,garešnica
Strmenica,Selo,,Rasina,Central Serbia,,43.50288,20.93505,strmenica-rasina-2
Boskovici,Selo,,Rasina,Central Serbia,,43.50806,20.92722,boskovici
Vrbnica,Selo,,Rasina,Central Serbia,,43.48966,20.96877,vrbnica-rasina
Jevtovići,Selo,,Rasina,Central Serbia,,43.52359,20.99466,jevtovići-rasina
Čuka,Selo,,Raska,Central Serbia,,43.53111,20.90056,čuka
Iričani,Selo,,Raska,Central Serbia,,43.53861,20.91611,iričani
Miodragoviči,Selo,,Raska,Central Serbia,,43.54639,20.90028,miodragoviči
Biserske Kuće,Selo,,Raska,Central Serbia,,43.56322,20.84185,biserske-kuće
Drenovača,Selo,,Raska,Central Serbia,,43.5435,20.94044,drenovača
Dumak,Selo,,Raska,Central Serbia,,43.54139,20.93917,dumak
Vladenac,Selo,,Raska,Central Serbia,,43.5631,20.9266,vladenac
Ceperkovići,Selo,,Raska,Central Serbia,,43.56028,20.90639,ceperkovići
Mala Popina,Selo,,Rasina,Central Serbia,,43.58023,20.97054,mala-popina
Bogovađa,Selo,,Kolubara,Central Serbia,,44.32753,20.20055,bogovađa
Dublje,Selo,,Rasina,Central Serbia,,43.61107,20.94133,dublje-rasina
Stražba,Selo,,Rasina,Central Serbia,,43.62837,20.96679,stražba
Mušić,Selo,,Kolubara,Central Serbia,,44.28417,20.14194,mušić
Donja Toplica,Selo,,Kolubara,Central Serbia,,44.28621,20.11338,donja-toplica
Ševići,Selo,,Kolubara,Central Serbia,,44.2613,20.23884,ševići
Ðurovići,Selo,,Raska,Central Serbia,,43.64111,20.83139,ðurovići-raska
Belobrđani,Selo,,Raska,Central Serbia,,43.65215,20.83894,belobrđani
Ðurđići,Selo,,Raska,Central Serbia,,43.65746,20.8496,ðurđići-raska
Tominac,Selo,,Raska,Central Serbia,,43.66111,20.85389,tominac
Saovci,Selo,,Raska,Central Serbia,,43.65417,20.82806,saovci
Deliblato,Selo,,South Banat,Vojvodina,,44.83877,21.03858,deliblato
Vlaško Selo,Selo,,Zajecar,Central Serbia,,43.72104,21.80648,vlaško-selo
Kamenčka Mala,Selo,,Raska,Central Serbia,,43.68111,20.78778,kamenčka-mala
Bresje,Selo,,Podunavlje District,Central Serbia,,44.33222,21.02111,bresje-podunavlje-district
Grujovići,Selo,,Morava,Central Serbia,,43.76972,20.38889,grujovići-morava-3
Ðurovići,Selo,,Morava,Central Serbia,,43.78778,20.37361,ðurovići-morava
Cendići,Selo,,Morava,Central Serbia,,43.7616,20.36508,cendići
Brđani,Selo,,Belgrade,Central Serbia,,44.61736,20.5082,brđani-belgrade-1
Rakićevići,Selo,,Morava,Central Serbia,,43.75361,20.38056,rakićevići
Surudžici,Selo,,Morava,Central Serbia,,43.76824,20.32992,surudžici
Ječmenice,Selo,,Morava,Central Serbia,,43.75333,20.35778,ječmenice
Pantovići,Selo,,Morava,Central Serbia,,43.76583,20.35944,pantovići-morava
Nikolići,Selo,,Morava,Central Serbia,,43.77472,20.34861,nikolići-morava-3
Stranjanci,Selo,,Morava,Central Serbia,,43.78333,20.34944,stranjanci
Trnovče,Selo,,Podunavlje District,Central Serbia,,44.41312,21.10698,trnovče-podunavlje-district
Kneževići,Selo,,Morava,Central Serbia,,43.7825,20.33667,kneževići-morava
Popovići,Selo,,Morava,Central Serbia,,43.79601,20.31457,popovići-morava-3
Paučina,Selo,,Podunavlje District,Central Serbia,,44.445,21.02444,paučina
Petrovići,Selo,,Morava,Central Serbia,,43.80306,20.29583,petrovići-morava
Čagljevo,Selo,,Podunavlje District,Central Serbia,,44.39417,21.04806,čagljevo
Cerovak,Selo,,Raska,Central Serbia,,43.635,20.70528,cerovak-raska
Savanovac,Selo,,Podunavlje District,Central Serbia,,44.41134,21.07282,savanovac
Rasovac,Selo,,Morava,Central Serbia,,43.79944,20.31778,rasovac
Kruševo,Selo,,Podunavlje District,Central Serbia,,44.36212,21.04719,kruševo-podunavlje-district
Pokajnica,Selo,,Podunavlje District,Central Serbia,,44.31133,21.05787,pokajnica
Žimonjići,Selo,,Morava,Central Serbia,,43.80583,20.31194,žimonjići
Neskovici,Selo,,Podunavlje District,Central Serbia,,44.28417,21.00306,neskovici
Kupusina,Selo,,Podunavlje District,Central Serbia,,44.26194,21.00611,kupusina-podunavlje-district
Odzaćki Kraj,Selo,,Podunavlje District,Central Serbia,,44.25,21.03361,odzaćki-kraj
Kovačeva Kruška,Selo,,Podunavlje District,Central Serbia,,44.3075,21.11194,kovačeva-kruška
Izvor,Selo,,Pomoravlje,Central Serbia,,44.26306,21.32222,izvor-pomoravlje-2
Cerovak,Selo,,Branicevo,Central Serbia,,44.24252,21.38802,cerovak-branicevo
Mailovići,Selo,,Branicevo,Central Serbia,,44.25667,21.41667,mailovići
Porosanica,Selo,,Branicevo,Central Serbia,,44.39536,21.49449,porosanica
Drobež,Selo,,Branicevo,Central Serbia,,44.39909,21.37824,drobež
Zgrčoni,Selo,,Branicevo,Central Serbia,,44.4225,21.44889,zgrčoni-branicevo-1
Srmušnjak,Selo,,Rasina,Central Serbia,,43.675,20.90278,srmušnjak
Trnovče,Selo,,Branicevo,Central Serbia,,44.42892,21.3786,trnovče-branicevo
Lučica,Selo,,Raska,Central Serbia,,43.68974,20.87922,lučica-raska
Trajonji,Selo,,Branicevo,Central Serbia,,44.43425,21.44587,trajonji
Paprikonji,Selo,,Branicevo,Central Serbia,,44.43546,21.43494,paprikonji
Jokonji,Selo,,Branicevo,Central Serbia,,44.44611,21.42851,jokonji
Zgrčoni,Selo,,Branicevo,Central Serbia,,44.44722,21.4475,zgrčoni-branicevo-2
Mala Stana,Selo,,Branicevo,Central Serbia,,44.46127,21.47206,mala-stana
Velika Stana,Selo,,Branicevo,Central Serbia,,44.47192,21.45451,velika-stana
Ðorđevići,Selo,,Branicevo,Central Serbia,,44.47394,21.33963,ðorđevići-branicevo
Pilonji,Selo,,Branicevo,Central Serbia,,44.47943,21.3228,pilonji
Vrbovski,Selo,,Belgrade,Central Serbia,,44.97759,20.35425,vrbovski
Petrže,Selo,,Branicevo,Central Serbia,,44.45058,21.53793,petrže
Brezovica,Selo,,Branicevo,Central Serbia,,44.47625,21.57407,brezovica-branicevo
Znamenj,Selo,,Branicevo,Central Serbia,,44.47086,21.49811,znamenj
Lončanik,Selo,,Kolubara,Central Serbia,,44.53822,20.11178,lončanik
Brović,Selo,,Belgrade,Central Serbia,,44.53435,20.13598,brović
Milorci,Selo,,Kolubara,Central Serbia,,44.51791,20.10423,milorci
Milutinovići,Selo,,Morava,Central Serbia,,43.77296,20.28321,milutinovići-morava
Jevremci,Selo,,Morava,Central Serbia,,43.77333,20.30889,jevremci
Rnjaci,Selo,,Morava,Central Serbia,,43.78824,20.2655,rnjaci
Lužani,Selo,,Morava,Central Serbia,,43.79769,20.28691,lužani-morava
Novakovići,Selo,,Morava,Central Serbia,,43.79861,20.25417,novakovići-morava
Nedeljkovići,Selo,,Zlatibor,Central Serbia,,43.76842,20.11548,nedeljkovići-zlatibor
Gornja Kravarica,Selo,,Morava,Central Serbia,,43.75646,20.19708,gornja-kravarica
Mihajlovići,Selo,,Morava,Central Serbia,,43.75795,20.17636,mihajlovići-morava
Ilići,Selo,,Morava,Central Serbia,,43.76897,20.1891,ilići-morava
Baralići,Selo,,Morava,Central Serbia,,43.76667,20.20444,baralići
Rajići,Selo,,Morava,Central Serbia,,43.77663,20.21242,rajići-morava
Prolići,Selo,,Morava,Central Serbia,,43.76922,20.22032,prolići
Dramlići,Selo,,Morava,Central Serbia,,43.75462,20.23316,dramlići
Anđelići,Selo,,Morava,Central Serbia,,43.76389,20.22889,anđelići-morava
Panjak,Selo,,Rasina,Central Serbia,,43.70104,20.97799,panjak-rasina
Stanojevići,Selo,,Morava,Central Serbia,,43.75208,20.20928,stanojevići
Dostanići,Selo,,Morava,Central Serbia,,43.79322,20.23439,dostanići
